uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,3
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,5
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AM,PNEUMONIA,DOMICILIO,"< 9",F,1
AM,PNEUMONIA,DOMICILIO,"< 9",M,3
AM,PNEUMONIA,HOSPITAL,"< 9",F,47
AM,PNEUMONIA,HOSPITAL,"< 9",M,59
AM,PNEUMONIA,OUTRO,"< 9",F,7
AM,PNEUMONIA,OUTRO,"< 9",M,4
AM,SEPTICEMIA,DOMICILIO,"< 9",M,2
AM,SEPTICEMIA,HOSPITAL,"< 9",F,113
AM,SEPTICEMIA,HOSPITAL,"< 9",M,161
AM,SEPTICEMIA,OUTRO,"< 9",F,5
AM,SEPTICEMIA,OUTRO,"< 9",M,10
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
AM,SRAG,DOMICILIO,"< 9",F,1
AM,SRAG,HOSPITAL,"< 9",F,3
AM,SRAG,HOSPITAL,"< 9",M,3
AM,SRAG,VIA_PUBLICA,"< 9",M,1
AP,OUTRAS,DOMICILIO,"< 9",F,2
AP,OUTRAS,DOMICILIO,"< 9",M,2
AP,OUTRAS,HOSPITAL,"< 9",F,46
AP,OUTRAS,HOSPITAL,"< 9",M,52
AP,OUTRAS,OUTRO,"< 9",M,3
AP,OUTRAS,POSTO_SAUDE,"< 9",M,1
AP,COVID,HOSPITAL,"< 9",F,1
AP,COVID,HOSPITAL,"< 9",M,3
AP,INDETERMINADA,DOMICILIO,"< 9",M,1
AP,INDETERMINADA,HOSPITAL,"< 9",F,1
AP,INDETERMINADA,HOSPITAL,"< 9",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,2
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AP,PNEUMONIA,DOMICILIO,"< 9",F,1
AP,PNEUMONIA,HOSPITAL,"< 9",F,14
AP,PNEUMONIA,HOSPITAL,"< 9",M,6
AP,SEPTICEMIA,HOSPITAL,"< 9",F,23
AP,SEPTICEMIA,HOSPITAL,"< 9",M,28
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
AP,SRAG,DOMICILIO,"< 9",F,1
AP,SRAG,HOSPITAL,"< 9",F,3
AP,SRAG,HOSPITAL,"< 9",M,1
BA,OUTRAS,DOMICILIO,"< 9",F,34
BA,OUTRAS,DOMICILIO,"< 9",M,60
BA,OUTRAS,HOSPITAL,"< 9",F,606
BA,OUTRAS,HOSPITAL,"< 9",I,32
BA,OUTRAS,HOSPITAL,"< 9",M,794
BA,OUTRAS,IGNORADO,"< 9",F,2
BA,OUTRAS,IGNORADO,"< 9",M,4
BA,OUTRAS,OUTRO,"< 9",F,3
BA,OUTRAS,OUTRO,"< 9",M,6
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,20
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",I,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,30
BA,OUTRAS,VIA_PUBLICA,"< 9",F,8
BA,OUTRAS,VIA_PUBLICA,"< 9",M,7
BA,COVID,DOMICILIO,"< 9",F,1
BA,COVID,HOSPITAL,"< 9",F,34
BA,COVID,HOSPITAL,"< 9",M,32
BA,COVID,OUTRO,"< 9",M,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
BA,COVID,VIA_PUBLICA,"< 9",F,1
BA,INDETERMINADA,DOMICILIO,"< 9",F,2
BA,INDETERMINADA,HOSPITAL,"< 9",F,2
BA,INDETERMINADA,HOSPITAL,"< 9",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,3
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,8
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,210
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,4
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,259
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,7
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",I,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,7
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,2
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
BA,PNEUMONIA,DOMICILIO,"< 9",F,4
BA,PNEUMONIA,HOSPITAL,"< 9",F,53
BA,PNEUMONIA,HOSPITAL,"< 9",M,54
BA,PNEUMONIA,OUTRO,"< 9",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
BA,SEPTICEMIA,DOMICILIO,"< 9",M,3
BA,SEPTICEMIA,HOSPITAL,"< 9",F,271
BA,SEPTICEMIA,HOSPITAL,"< 9",M,314
BA,SEPTICEMIA,OUTRO,"< 9",M,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
BA,SEPTICEMIA,VIA_PUBLICA,"< 9",F,2
BA,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
BA,SRAG,HOSPITAL,"< 9",F,19
BA,SRAG,HOSPITAL,"< 9",I,1
BA,SRAG,HOSPITAL,"< 9",M,11
BA,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
CE,OUTRAS,AMBULANCIA,"< 9",F,3
CE,OUTRAS,AMBULANCIA,"< 9",M,1
CE,OUTRAS,DOMICILIO,"< 9",F,20
CE,OUTRAS,DOMICILIO,"< 9",M,27
CE,OUTRAS,HOSPITAL,"< 9",F,489
CE,OUTRAS,HOSPITAL,"< 9",I,20
CE,OUTRAS,HOSPITAL,"< 9",M,559
CE,OUTRAS,IGNORADO,"< 9",F,38
CE,OUTRAS,IGNORADO,"< 9",M,57
CE,OUTRAS,OUTRO,"< 9",F,7
CE,OUTRAS,OUTRO,"< 9",M,10
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,3
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,6
CE,OUTRAS,VIA_PUBLICA,"< 9",F,1
CE,OUTRAS,VIA_PUBLICA,"< 9",M,9
CE,COVID,DOMICILIO,"< 9",F,1
CE,COVID,DOMICILIO,"< 9",M,2
CE,COVID,HOSPITAL,"< 9",F,38
CE,COVID,HOSPITAL,"< 9",I,1
CE,COVID,HOSPITAL,"< 9",M,37
CE,COVID,IGNORADO,"< 9",F,2
CE,COVID,IGNORADO,"< 9",M,4
CE,INDETERMINADA,DOMICILIO,"< 9",M,2
CE,INDETERMINADA,HOSPITAL,"< 9",F,7
CE,INDETERMINADA,HOSPITAL,"< 9",I,1
CE,INDETERMINADA,HOSPITAL,"< 9",M,5
CE,INDETERMINADA,IGNORADO,"< 9",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,3
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,3
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,33
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,2
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,57
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,13
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,13
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,3
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
CE,PNEUMONIA,AMBULANCIA,"< 9",M,1
CE,PNEUMONIA,DOMICILIO,"< 9",M,2
CE,PNEUMONIA,HOSPITAL,"< 9",F,41
CE,PNEUMONIA,HOSPITAL,"< 9",M,37
CE,PNEUMONIA,IGNORADO,"< 9",F,6
CE,PNEUMONIA,IGNORADO,"< 9",M,12
CE,SEPTICEMIA,AMBULANCIA,"< 9",F,1
CE,SEPTICEMIA,AMBULANCIA,"< 9",M,2
CE,SEPTICEMIA,DOMICILIO,"< 9",M,2
CE,SEPTICEMIA,HOSPITAL,"< 9",F,123
CE,SEPTICEMIA,HOSPITAL,"< 9",M,169
CE,SEPTICEMIA,IGNORADO,"< 9",F,26
CE,SEPTICEMIA,IGNORADO,"< 9",M,26
CE,SEPTICEMIA,OUTRO,"< 9",F,1
CE,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
CE,SRAG,DOMICILIO,"< 9",M,1
CE,SRAG,HOSPITAL,"< 9",F,5
CE,SRAG,HOSPITAL,"< 9",M,3
DF,OUTRAS,DOMICILIO,"< 9",F,2
DF,OUTRAS,DOMICILIO,"< 9",M,3
DF,OUTRAS,HOSPITAL,"< 9",F,154
DF,OUTRAS,HOSPITAL,"< 9",I,1
DF,OUTRAS,HOSPITAL,"< 9",M,191
DF,OUTRAS,IGNORADO,"< 9",F,14
DF,OUTRAS,IGNORADO,"< 9",M,15
DF,OUTRAS,OUTRO,"< 9",F,3
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,8
DF,OUTRAS,VIA_PUBLICA,"< 9",F,1
DF,COVID,HOSPITAL,"< 9",F,4
DF,COVID,HOSPITAL,"< 9",M,4
DF,INDETERMINADA,HOSPITAL,"< 9",F,3
DF,INDETERMINADA,HOSPITAL,"< 9",M,6
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,36
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,45
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,PNEUMONIA,DOMICILIO,"< 9",M,1
DF,PNEUMONIA,HOSPITAL,"< 9",F,6
DF,PNEUMONIA,HOSPITAL,"< 9",M,14
DF,SEPTICEMIA,DOMICILIO,"< 9",F,1
DF,SEPTICEMIA,HOSPITAL,"< 9",F,68
DF,SEPTICEMIA,HOSPITAL,"< 9",M,100
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,SRAG,HOSPITAL,"< 9",F,6
DF,SRAG,HOSPITAL,"< 9",M,5
ES,OUTRAS,DOMICILIO,"< 9",F,11
ES,OUTRAS,DOMICILIO,"< 9",M,11
ES,OUTRAS,HOSPITAL,"< 9",F,129
ES,OUTRAS,HOSPITAL,"< 9",I,1
ES,OUTRAS,HOSPITAL,"< 9",M,196
ES,OUTRAS,IGNORADO,"< 9",F,1
ES,OUTRAS,IGNORADO,"< 9",M,2
ES,OUTRAS,OUTRO,"< 9",M,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
ES,OUTRAS,VIA_PUBLICA,"< 9",F,1
ES,OUTRAS,VIA_PUBLICA,"< 9",M,2
ES,COVID,HOSPITAL,"< 9",F,10
ES,COVID,HOSPITAL,"< 9",M,9
ES,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,18
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,14
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,PNEUMONIA,DOMICILIO,"< 9",F,1
ES,PNEUMONIA,DOMICILIO,"< 9",M,2
ES,PNEUMONIA,HOSPITAL,"< 9",F,30
ES,PNEUMONIA,HOSPITAL,"< 9",M,25
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,SEPTICEMIA,DOMICILIO,"< 9",M,1
ES,SEPTICEMIA,HOSPITAL,"< 9",F,90
ES,SEPTICEMIA,HOSPITAL,"< 9",I,1
ES,SEPTICEMIA,HOSPITAL,"< 9",M,133
ES,SRAG,HOSPITAL,"< 9",F,3
ES,SRAG,HOSPITAL,"< 9",M,4
GO,OUTRAS,DOMICILIO,"< 9",F,14
GO,OUTRAS,DOMICILIO,"< 9",M,20
GO,OUTRAS,HOSPITAL,"< 9",F,200
GO,OUTRAS,HOSPITAL,"< 9",I,2
GO,OUTRAS,HOSPITAL,"< 9",M,214
GO,OUTRAS,IGNORADO,"< 9",F,6
GO,OUTRAS,IGNORADO,"< 9",M,7
GO,OUTRAS,OUTRO,"< 9",F,11
GO,OUTRAS,OUTRO,"< 9",M,7
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,14
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,23
GO,OUTRAS,VIA_PUBLICA,"< 9",F,3
GO,COVID,HOSPITAL,"< 9",F,11
GO,COVID,HOSPITAL,"< 9",M,11
GO,COVID,OUTRO,"< 9",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,2
GO,INDETERMINADA,HOSPITAL,"< 9",F,1
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,3
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,55
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,83
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,6
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
GO,INSUFICIENCIA_RESPIRATORIA,SAMU,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
GO,PNEUMONIA,DOMICILIO,"< 9",F,1
GO,PNEUMONIA,DOMICILIO,"< 9",M,1
GO,PNEUMONIA,HOSPITAL,"< 9",F,26
GO,PNEUMONIA,HOSPITAL,"< 9",M,29
GO,PNEUMONIA,IGNORADO,"< 9",F,1
GO,PNEUMONIA,IGNORADO,"< 9",M,1
GO,PNEUMONIA,OUTRO,"< 9",F,1
GO,PNEUMONIA,OUTRO,"< 9",M,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
GO,SEPTICEMIA,DOMICILIO,"< 9",M,1
GO,SEPTICEMIA,HOSPITAL,"< 9",F,104
GO,SEPTICEMIA,HOSPITAL,"< 9",I,1
GO,SEPTICEMIA,HOSPITAL,"< 9",M,155
GO,SEPTICEMIA,OUTRO,"< 9",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,6
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
GO,SRAG,HOSPITAL,"< 9",M,2
GO,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",F,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MA,OUTRAS,AMBULANCIA,"< 9",M,1
MA,OUTRAS,DOMICILIO,"< 9",F,34
MA,OUTRAS,DOMICILIO,"< 9",M,30
MA,OUTRAS,HOSPITAL,"< 9",F,285
MA,OUTRAS,HOSPITAL,"< 9",I,7
MA,OUTRAS,HOSPITAL,"< 9",M,322
MA,OUTRAS,IGNORADO,"< 9",F,1
MA,OUTRAS,IGNORADO,"< 9",M,2
MA,OUTRAS,OUTRO,"< 9",F,14
MA,OUTRAS,OUTRO,"< 9",M,9
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,3
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,2
MA,OUTRAS,VIA_PUBLICA,"< 9",F,3
MA,OUTRAS,VIA_PUBLICA,"< 9",M,5
MA,COVID,HOSPITAL,"< 9",F,8
MA,COVID,HOSPITAL,"< 9",M,10
MA,INDETERMINADA,HOSPITAL,"< 9",F,4
MA,INDETERMINADA,HOSPITAL,"< 9",M,2
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,3
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,6
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,46
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,48
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,2
MA,PNEUMONIA,DOMICILIO,"< 9",F,1
MA,PNEUMONIA,DOMICILIO,"< 9",M,4
MA,PNEUMONIA,HOSPITAL,"< 9",F,25
MA,PNEUMONIA,HOSPITAL,"< 9",M,27
MA,PNEUMONIA,OUTRO,"< 9",M,1
MA,SEPTICEMIA,AMBULANCIA,"< 9",M,1
MA,SEPTICEMIA,DOMICILIO,"< 9",F,1
MA,SEPTICEMIA,DOMICILIO,"< 9",M,1
MA,SEPTICEMIA,HOSPITAL,"< 9",F,90
MA,SEPTICEMIA,HOSPITAL,"< 9",M,85
MA,SEPTICEMIA,OUTRO,"< 9",F,1
MA,SEPTICEMIA,OUTRO,"< 9",M,2
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
MA,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
MA,SRAG,HOSPITAL,"< 9",F,7
MA,SRAG,HOSPITAL,"< 9",M,5
MA,SRAG,OUTRO,"< 9",F,1
MA,SRAG,OUTRO,"< 9",M,1
MG,OUTRAS,DOMICILIO,"< 9",F,42
MG,OUTRAS,DOMICILIO,"< 9",M,50
MG,OUTRAS,HOSPITAL,"< 9",F,784
MG,OUTRAS,HOSPITAL,"< 9",I,11
MG,OUTRAS,HOSPITAL,"< 9",M,933
MG,OUTRAS,IGNORADO,"< 9",F,12
MG,OUTRAS,IGNORADO,"< 9",M,21
MG,OUTRAS,OUTRO,"< 9",F,8
MG,OUTRAS,OUTRO,"< 9",M,17
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,21
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,41
MG,OUTRAS,VIA_PUBLICA,"< 9",F,3
MG,OUTRAS,VIA_PUBLICA,"< 9",M,9
MG,COVID,HOSPITAL,"< 9",F,30
MG,COVID,HOSPITAL,"< 9",M,33
MG,COVID,OUTRO,"< 9",F,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,INDETERMINADA,DOMICILIO,"< 9",F,1
MG,INDETERMINADA,DOMICILIO,"< 9",M,6
MG,INDETERMINADA,HOSPITAL,"< 9",F,16
MG,INDETERMINADA,HOSPITAL,"< 9",M,14
MG,INDETERMINADA,IGNORADO,"< 9",F,1
MG,INDETERMINADA,OUTRO,"< 9",F,1
MG,INDETERMINADA,OUTRO,"< 9",M,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,6
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,136
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,174
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,2
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
MG,PNEUMONIA,DOMICILIO,"< 9",F,2
MG,PNEUMONIA,DOMICILIO,"< 9",M,3
MG,PNEUMONIA,HOSPITAL,"< 9",F,59
MG,PNEUMONIA,HOSPITAL,"< 9",M,60
MG,PNEUMONIA,IGNORADO,"< 9",F,2
MG,PNEUMONIA,IGNORADO,"< 9",M,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
